var1,var2,var3
25.249901,0.116892,0.993145
25.299900,0.166381,0.986061
25.349899,0.215455,0.976514
25.399899,0.263991,0.964525
25.449898,0.311866,0.950126
25.499897,0.358962,0.933352
25.549896,0.405161,0.914245
25.599895,0.450347,0.892853
25.649895,0.494408,0.869230
25.699894,0.537233,0.843434
25.749893,0.578715,0.815530
25.799892,0.618751,0.785588
25.849892,0.657240,0.753682
25.899891,0.694086,0.719892
25.949890,0.729198,0.684303
25.999889,0.762487,0.647004
26.049889,0.793870,0.608087
26.099888,0.823269,0.567651
26.149887,0.850611,0.525796
26.199886,0.875826,0.482627
26.249886,0.898853,0.438251
26.299885,0.919632,0.392780
26.349884,0.938114,0.346328
26.399883,0.954250,0.299009
26.449883,0.968002,0.250944
26.499882,0.979334,0.202251
26.549881,0.988218,0.153053
26.599880,0.994632,0.103472
26.649879,0.998561,0.053632
26.699879,0.999993,0.003659
26.749878,0.998926,0.046324
26.799877,0.995363,0.096191
26.849876,0.989312,0.145817
26.899876,0.980788,0.195079
26.949875,0.969812,0.243853
26.999874,0.956413,0.292018
27.049873,0.940623,0.339453
27.099873,0.922482,0.386040
27.149872,0.902036,0.431662
27.199871,0.879334,0.476205
27.249870,0.854436,0.519557
27.299870,0.827401,0.561611
27.349869,0.798299,0.602262
27.399868,0.767201,0.641407
27.449867,0.734186,0.678949
27.499866,0.699335,0.714794
27.549866,0.662737,0.748852
27.599865,0.624483,0.781039
27.649864,0.584667,0.811273
27.699863,0.543390,0.839480
27.749863,0.500755,0.865589
27.799862,0.456869,0.889534
27.849861,0.411840,0.911256
27.899860,0.365783,0.930700
27.949860,0.318811,0.947818
27.999859,0.271042,0.962568
28.049858,0.222595,0.974911
28.099857,0.173593,0.984818
28.149857,0.124156,0.992263
28.199856,0.074409,0.997228
28.249855,0.024476,0.999700
28.299854,0.025518,0.999674
28.349854,0.075448,0.997150
28.399853,0.125190,0.992133
28.449852,0.174618,0.984636
28.499851,0.223611,0.974679
28.549850,0.272044,0.962285
28.599850,0.319798,0.947486
28.649849,0.366752,0.930319
28.699848,0.412789,0.910827
28.749847,0.457795,0.889058
28.799847,0.501657,0.865067
28.849846,0.544264,0.838914
28.899845,0.585512,0.810664
28.949844,0.625296,0.780388
28.999844,0.663517,0.748161
29.049843,0.700080,0.714065
29.099842,0.734893,0.678184
29.149841,0.767869,0.640607
29.199841,0.798926,0.601430
29.249840,0.827986,0.560749
29.299839,0.854976,0.518667
29.349838,0.879830,0.475289
29.399837,0.902485,0.430722
29.449837,0.922884,0.385079
29.499836,0.940976,0.338474
29.549835,0.956716,0.291022
29.599834,0.970066,0.242843
29.649834,0.980990,0.194057
29.699833,0.989463,0.144787
29.749832,0.995463,0.095154
29.799831,0.998974,0.045283
29.849831,0.999989,0.004700
29.899830,0.998504,0.054672
29.949829,0.994524,0.104508
29.999828,0.988058,0.154082
30.049828,0.979123,0.203271
30.099827,0.967740,0.251952
30.149826,0.953938,0.300003
30.199825,0.937752,0.347304
30.249825,0.919223,0.393738
30.299824,0.898396,0.439187
30.349823,0.875323,0.483539
30.399822,0.850063,0.526682
30.449821,0.822678,0.568508
30.499821,0.793236,0.608914
30.549820,0.761813,0.647797
30.599819,0.728485,0.685062
30.649818,0.693336,0.720615
30.699818,0.656454,0.754366
30.749817,0.617932,0.786232
30.799816,0.577865,0.816132
30.849815,0.536354,0.843993
30.899815,0.493502,0.869745
30.949814,0.449417,0.893322
30.999813,0.404209,0.914667
31.049812,0.357990,0.933725
31.099812,0.310876,0.950450
31.149811,0.262986,0.964800
31.199810,0.214438,0.976738
31.249809,0.165354,0.986234
31.299809,0.115857,0.993266
31.349808,0.066071,0.997815
31.399807,0.016119,0.999870
31.449806,0.033873,0.999426
31.499805,0.083781,0.996484
31.549805,0.133479,0.991052
31.599804,0.182843,0.983142
31.649803,0.231750,0.972775
31.699802,0.280078,0.959977
31.749802,0.327707,0.944780
31.799801,0.374516,0.927221
31.849800,0.420389,0.907344
31.899799,0.465211,0.885200
31.949799,0.508870,0.860843
31.999798,0.551258,0.834335
32.049797,0.592268,0.805741
32.099796,0.631797,0.775134
32.149796,0.669748,0.742589
32.199795,0.706024,0.708188
32.249794,0.740536,0.672017
32.299793,0.773197,0.634166
32.349792,0.803925,0.594731
32.399792,0.832644,0.553808
32.449791,0.859282,0.511502
32.499790,0.883772,0.467917
32.549789,0.906054,0.423163
32.599789,0.926070,0.377351
32.649788,0.943772,0.330596
32.699787,0.959116,0.283015
32.749786,0.972062,0.234726
32.799786,0.982578,0.185850
32.849785,0.990639,0.136510
32.899784,0.996223,0.086829
32.949783,0.999318,0.036931
32.999783,0.999915,0.013059
33.049782,0.998012,0.063017
33.099781,0.993616,0.112817
33.149780,0.986736,0.162336
33.199780,0.977389,0.211448
33.249779,0.965600,0.260033
33.299778,0.951397,0.307967
33.349777,0.934816,0.355131
33.399776,0.915899,0.401408
33.449776,0.894693,0.446682
33.499775,0.871250,0.490839
33.549774,0.845630,0.533769
33.599773,0.817897,0.575365
33.649773,0.788119,0.615523
33.699772,0.756371,0.654143
33.749771,0.722733,0.691128
33.799770,0.687288,0.726385
33.849770,0.650126,0.759827
33.899769,0.611338,0.791370
33.949768,0.571023,0.820934
33.999767,0.529280,0.848447
34.049767,0.486215,0.873839
34.099766,0.441934,0.897048
34.149765,0.396549,0.918014
34.199764,0.350172,0.936685
34.249763,0.302921,0.953016
34.299763,0.254912,0.966964
34.349762,0.206266,0.978496
34.399761,0.157104,0.987582
34.449760,0.107550,0.994200
34.499760,0.057727,0.998332
34.549759,0.007760,0.999970
34.599758,0.042226,0.999108
34.649757,0.092107,0.995749
34.699757,0.141758,0.989901
34.749756,0.191055,0.981579
34.799755,0.239874,0.970804
34.849754,0.288093,0.957602
34.899754,0.335593,0.942007
34.949753,0.382253,0.924058
34.999752,0.427959,0.903798
35.049751,0.472594,0.881280
35.099751,0.516049,0.856559
35.149750,0.558213,0.829698
35.199749,0.598982,0.800762
35.249748,0.638255,0.769825
35.299747,0.675932,0.736964
35.349747,0.711919,0.702261
35.399746,0.746128,0.665803
35.449745,0.778471,0.627681
35.499744,0.808869,0.587990
35.549744,0.837244,0.546829
35.599743,0.863528,0.504301
35.649742,0.887653,0.460513
35.699741,0.909559,0.415574
35.749741,0.929192,0.369597
35.799740,0.946503,0.322695
35.849739,0.961448,0.274987
35.899738,0.973990,0.226592
35.949738,0.984097,0.177630
35.999737,0.991745,0.128225
36.049736,0.996914,0.078499
36.099735,0.999592,0.028576
36.149734,0.999771,0.021417
36.199734,0.997451,0.071358
36.249733,0.992638,0.121119
36.299732,0.985344,0.170578
36.349731,0.975587,0.219611
36.399731,0.963392,0.268095
36.449730,0.948790,0.315909
36.499729,0.931815,0.362933
36.549728,0.912512,0.409050
36.599728,0.890928,0.454145
36.649727,0.867117,0.498104
36.699726,0.841139,0.540819
36.749725,0.813058,0.582182
36.799725,0.782946,0.622090
36.849724,0.750876,0.660443
36.899723,0.716930,0.697145
36.949722,0.681192,0.732105
36.999722,0.643751,0.765235
37.049721,0.604702,0.796452
37.099720,0.564140,0.825679
37.149719,0.522169,0.852842
37.199718,0.478893,0.877873
37.249718,0.434420,0.900710
37.299717,0.388861,0.921296
37.349716,0.342330,0.939580
37.399715,0.294944,0.955515
37.449715,0.246820,0.969061
37.499714,0.198079,0.980186
37.549713,0.148844,0.988861
37.599712,0.099236,0.995064
37.649712,0.049380,0.998780
37.699711,0.000599,1.000000
37.749710,0.050577,0.998720
37.799709,0.100428,0.994944
37.849709,0.150028,0.988682
37.899708,0.199253,0.979948
37.949707,0.247981,0.968765
37.999706,0.296088,0.955161
38.049706,0.343455,0.939169
38.099705,0.389964,0.920830
38.149704,0.435499,0.900189
38.199703,0.479944,0.877299
38.249702,0.523191,0.852216
38.299702,0.565129,0.825002
38.349701,0.605655,0.795727
38.399700,0.644668,0.764463
38.449699,0.682069,0.731288
38.499699,0.717765,0.696286
38.549698,0.751667,0.659543
38.599697,0.783691,0.621151
38.649696,0.813755,0.581208
38.699696,0.841786,0.539811
38.749695,0.867713,0.497065
38.799694,0.891471,0.453077
38.849693,0.913001,0.407957
38.899693,0.932249,0.361816
38.949692,0.949167,0.314772
38.999691,0.963713,0.266941
39.049690,0.975850,0.218442
39.099689,0.985548,0.169398
39.149689,0.992782,0.119930
39.199688,0.997536,0.070163
39.249687,0.999796,0.020220
39.299686,0.999557,0.029774
39.349686,0.996819,0.079693
39.399685,0.991591,0.129413
39.449684,0.983884,0.178809
39.499683,0.973718,0.227759
39.549683,0.961118,0.276139
39.599682,0.946116,0.323829
39.649681,0.928749,0.370710
39.699680,0.909061,0.416664
39.749680,0.887100,0.461576
39.799679,0.862923,0.505335
39.849678,0.836589,0.547831
39.899677,0.808164,0.588958
39.949677,0.777718,0.628613
39.999676,0.745329,0.666696
40.049675,0.711078,0.703114
40.099674,0.675048,0.737773
40.149673,0.637332,0.770589
40.199673,0.598023,0.801479
40.249672,0.557219,0.830366
40.299671,0.515022,0.857177
40.349670,0.471538,0.881846
40.399670,0.426876,0.904310
40.449669,0.381146,0.924515
40.499668,0.334464,0.942409
40.549667,0.286946,0.957947
40.599667,0.238711,0.971091
40.649666,0.189879,0.981808
40.699665,0.140572,0.990070
40.749664,0.090914,0.995859
40.799664,0.041029,0.999158
40.849663,0.008958,0.999960
40.899662,0.058923,0.998263
40.949661,0.108741,0.994070
40.999660,0.158287,0.987393
41.049660,0.207438,0.978248
41.099659,0.256070,0.966658
41.149658,0.304062,0.952652
41.199657,0.351294,0.936265
41.249657,0.397648,0.917538
41.299656,0.443008,0.896518
41.349655,0.487261,0.873256
41.399654,0.530296,0.847812
41.449654,0.572006,0.820250
41.499653,0.612286,0.790637
41.549652,0.651035,0.759047
41.599651,0.688158,0.725561
41.649651,0.723560,0.690261
41.699650,0.757154,0.653236
41.749649,0.788856,0.614579
41.799648,0.818585,0.574385
41.849648,0.846269,0.532756
41.899647,0.871838,0.489795
41.949646,0.895228,0.445609
41.999645,0.916380,0.400310
42.049644,0.935241,0.354011
42.099644,0.951765,0.306827
42.149643,0.965911,0.258876
42.199642,0.977642,0.210277
42.249641,0.986929,0.161154
42.299641,0.993750,0.111627
42.349640,0.998087,0.061821
42.399639,0.999930,0.011861
42.449638,0.999273,0.038128
42.499638,0.996118,0.088023
42.549637,0.990474,0.137697
42.599636,0.982355,0.187027
42.649635,0.971780,0.235890
42.699635,0.958776,0.284163
42.749634,0.943376,0.331726
42.799633,0.925618,0.378460
42.849632,0.905546,0.424248
42.899632,0.883211,0.468976
42.949631,0.858669,0.512531
42.999630,0.831980,0.554805
43.049629,0.803212,0.595693
43.099628,0.772436,0.635092
43.149628,0.739730,0.672903
43.199627,0.705175,0.709033
43.249626,0.668858,0.743391
43.299625,0.630868,0.775890
43.349625,0.591302,0.806450
43.399624,0.550258,0.834995
43.449623,0.507839,0.861452
43.499622,0.464150,0.885757
43.549622,0.419301,0.907847
43.599621,0.373405,0.927669
43.649620,0.326575,0.945171
43.699619,0.278928,0.960312
43.749619,0.230585,0.973052
43.799618,0.181665,0.983360
43.849617,0.132291,0.991211
43.899616,0.082587,0.996584
43.949615,0.032676,0.999466
43.999615,0.017317,0.999850
44.049614,0.067266,0.997735
44.099613,0.117047,0.993126
44.149612,0.166536,0.986035
44.199612,0.215608,0.976480
44.249611,0.264142,0.964484
44.299610,0.312015,0.950077
44.349609,0.359108,0.933296
44.399609,0.405304,0.914182
44.449608,0.450487,0.892783
44.499607,0.494544,0.869153
44.549606,0.537365,0.843350
44.599606,0.578842,0.815439
44.649605,0.618873,0.785491
44.699604,0.657358,0.753579
44.749603,0.694199,0.719783
44.799603,0.729305,0.684189
44.849602,0.762588,0.646884
44.899601,0.793965,0.607963
44.949600,0.823358,0.567522
44.999599,0.850693,0.525663
45.049599,0.875902,0.482490
45.099598,0.898921,0.438110
45.149597,0.919694,0.392636
45.199596,0.938168,0.346181
45.249596,0.954297,0.298860
45.299595,0.968041,0.250792
45.349594,0.979365,0.202098
45.399593,0.988242,0.152898
45.449593,0.994649,0.103316
45.499592,0.998569,0.053476
45.549591,0.999994,0.003502
45.599590,0.998919,0.046480
45.649590,0.995348,0.096346
45.699589,0.989289,0.145972
45.749588,0.980757,0.195233
45.799587,0.969774,0.244005
45.849586,0.956367,0.292168
45.899586,0.940570,0.339601
45.949585,0.922422,0.386184
45.999584,0.901968,0.431803
46.049583,0.879260,0.476342
46.099583,0.854354,0.519691
46.149582,0.827313,0.561741
46.199581,0.798204,0.602387
46.249580,0.767101,0.641527
46.299580,0.734080,0.679064
46.349579,0.699224,0.714903
46.399578,0.662620,0.748956
46.449577,0.624360,0.781136
46.499577,0.584540,0.811365
46.549576,0.543259,0.839565
46.599575,0.500620,0.865667
46.649574,0.456730,0.889606
46.699574,0.411698,0.911320
46.749573,0.365637,0.930758
46.799572,0.318662,0.947868
46.849571,0.270891,0.962610
46.899570,0.222443,0.974946
46.949570,0.173439,0.984845
46.999569,0.124001,0.992282
47.049568,0.074253,0.997239
47.099567,0.024320,0.999704
47.149567,0.025674,0.999670
47.199566,0.075604,0.997138
47.249565,0.125345,0.992113
47.299564,0.174772,0.984609
47.349564,0.223763,0.974644
47.399563,0.272195,0.962242
47.449562,0.319946,0.947436
47.499561,0.366897,0.930261
47.549561,0.412932,0.910762
47.599560,0.457934,0.888986
47.649559,0.501792,0.864988
47.699558,0.544396,0.838829
47.749557,0.585639,0.810572
47.799557,0.625418,0.780290
47.849556,0.663634,0.748057
47.899555,0.700191,0.713955
47.949554,0.734999,0.678069
47.999554,0.767969,0.640487
48.049553,0.799020,0.601305
48.099552,0.828073,0.560620
48.149551,0.855057,0.518533
48.199551,0.879904,0.475151
48.249550,0.902552,0.430581
48.299549,0.922944,0.384935
48.349548,0.941029,0.338326
48.399548,0.956762,0.290872
48.449547,0.970104,0.242691
48.499546,0.981021,0.193904
48.549545,0.989486,0.144632
48.599545,0.995477,0.094998
48.649544,0.998981,0.045127
48.699543,0.999988,0.004857
48.749542,0.998496,0.054829
48.799541,0.994508,0.104663
48.849541,0.988034,0.154236
48.899540,0.979091,0.203424
48.949539,0.967700,0.252103
48.999538,0.953891,0.300152
49.049538,0.937698,0.347451
49.099537,0.919161,0.393882
49.149536,0.898327,0.439328
49.199535,0.875247,0.483675
49.249535,0.849980,0.526815
49.299534,0.822589,0.568637
49.349533,0.793141,0.609038
49.399532,0.761711,0.647917
49.449532,0.728377,0.685176
49.499531,0.693223,0.720723
49.549530,0.656336,0.754468
49.599529,0.617809,0.786328
49.649529,0.577737,0.816223
49.699528,0.536222,0.844077
49.749527,0.493366,0.869822
49.799526,0.449277,0.893392
49.849525,0.404066,0.914730
49.899525,0.357844,0.933781
49.949524,0.310728,0.950499
49.999523,0.262835,0.964841
50.049522,0.214285,0.976771
50.099522,0.165200,0.986260
50.149521,0.115702,0.993284
50.199520,0.065915,0.997825
50.249519,0.015962,0.999873
50.299519,0.034030,0.999421
50.349518,0.083936,0.996471
50.399517,0.133634,0.991031
50.449516,0.182997,0.983114
50.499516,0.231903,0.972739
50.549515,0.280229,0.959933
50.599514,0.327854,0.944728
50.649513,0.374661,0.927162
50.699512,0.420531,0.907278
50.749512,0.465349,0.885127
50.799511,0.509005,0.860764
50.849510,0.551389,0.834249
50.899509,0.592394,0.805648
50.949509,0.631919,0.775035
50.999508,0.669864,0.742484
51.049507,0.706135,0.708077
51.099506,0.740641,0.671901
51.149506,0.773296,0.634045
51.199505,0.804018,0.594605
51.249504,0.832731,0.553678
51.299503,0.859362,0.511368
51.349503,0.883845,0.467779
51.399502,0.906120,0.423021
51.449501,0.926129,0.377206
51.499500,0.943824,0.330448
51.549500,0.959160,0.282865
51.599499,0.972098,0.234574
51.649498,0.982607,0.185697
51.699497,0.990660,0.136355
51.749496,0.996237,0.086673
51.799496,0.999324,0.036775
51.849495,0.999913,0.013216
51.899494,0.998003,0.063173
51.949493,0.993598,0.112973
51.999493,0.986710,0.162490
52.049492,0.977356,0.211601
52.099491,0.965559,0.260184
52.149490,0.951349,0.308116
52.199490,0.934761,0.355277
52.249489,0.915837,0.401551
52.299488,0.894623,0.446822
52.349487,0.871174,0.490975
52.399487,0.845547,0.533901
52.449486,0.817807,0.575493
52.499485,0.788022,0.615647
52.549484,0.756269,0.654261
52.599483,0.722625,0.691241
52.649483,0.687174,0.726493
52.699482,0.650007,0.759929
52.749481,0.611214,0.791465
52.799480,0.570894,0.821024
52.849480,0.529147,0.848530
52.899479,0.486078,0.873915
52.949478,0.441794,0.897117
52.999477,0.396405,0.918076
53.049477,0.350026,0.936740
53.099476,0.302771,0.953063
53.149475,0.254760,0.967004
53.199474,0.206113,0.978528
53.249474,0.156950,0.987607
53.299473,0.107395,0.994216
53.349472,0.057571,0.998341
53.399471,0.007604,0.999971
53.449471,0.042383,0.999101
53.499470,0.092263,0.995735
53.549469,0.141913,0.989879
53.599468,0.191208,0.981549
53.649467,0.240026,0.970767
53.699467,0.288243,0.957557
53.749466,0.335740,0.941955
53.799465,0.382398,0.923998
53.849464,0.428100,0.903731
53.899464,0.472732,0.881206
53.949463,0.516183,0.856479
53.999462,0.558343,0.829610
54.049461,0.599108,0.800668
54.099461,0.638375,0.769725
54.149460,0.676047,0.736858
54.199459,0.712029,0.702150
54.249458,0.746232,0.665686
54.299458,0.778569,0.627559
54.349457,0.808960,0.587863
54.399456,0.837330,0.546698
54.449455,0.863607,0.504166
54.499454,0.887725,0.460374
54.549454,0.909624,0.415432
54.599453,0.929250,0.369451
54.649452,0.946553,0.322547
54.699451,0.961491,0.274837
54.749451,0.974025,0.226440
54.799450,0.984125,0.177476
54.849449,0.991765,0.128070
54.899448,0.996926,0.078343
54.949448,0.999596,0.028420
54.999447,0.999767,0.021574
55.049446,0.997440,0.071514
55.099445,0.992619,0.121275
55.149445,0.985317,0.170733
55.199444,0.975553,0.219764
55.249443,0.963351,0.268246
55.299442,0.948740,0.316057
55.349442,0.931758,0.363079
55.399441,0.912448,0.409193
55.449440,0.890857,0.454284
55.499439,0.867039,0.498240
55.549438,0.841054,0.540951
55.599438,0.812967,0.582309
55.649437,0.782849,0.622212
55.699436,0.750773,0.660560
55.749435,0.716821,0.697257
55.799435,0.681077,0.732211
55.849434,0.643632,0.765336
55.899433,0.604577,0.796547
55.949432,0.564011,0.825767
55.999432,0.522036,0.852924
56.049431,0.478756,0.877948
56.099430,0.434279,0.900778
56.149429,0.388717,0.921357
56.199429,0.342183,0.939633
56.249428,0.294794,0.955561
56.299427,0.246668,0.969100
56.349426,0.197926,0.980217
56.399426,0.148689,0.988884
56.449425,0.099080,0.995079
56.499424,0.049224,0.998788
56.549423,0.000755,1.000000
56.599422,0.050733,0.998712
56.649422,0.100584,0.994929
56.699421,0.150183,0.988658
56.749420,0.199407,0.979917
56.799419,0.248132,0.968726
56.849419,0.296237,0.955114
56.899418,0.343602,0.939115
56.949417,0.390108,0.920769
56.999416,0.435639,0.900121
57.049416,0.480082,0.877224
57.099415,0.523324,0.852134
57.149414,0.565258,0.824914
57.199413,0.605780,0.795632
57.249413,0.644787,0.764362
57.299412,0.682183,0.731182
57.349411,0.717874,0.696173
57.399410,0.751770,0.659425
57.449409,0.783788,0.621029
57.499409,0.813846,0.581080
57.549408,0.841871,0.539679
57.599407,0.867791,0.496930
57.649406,0.891542,0.452938
57.699406,0.913065,0.407814
57.749405,0.932306,0.361671
57.799404,0.949217,0.314623
57.849403,0.963755,0.266790
57.899403,0.975884,0.218290
57.949402,0.985574,0.169244
57.999401,0.992801,0.119775
58.049400,0.997547,0.070006
58.099400,0.999799,0.020063
58.149399,0.999552,0.029930
58.199398,0.996807,0.079849
58.249397,0.991571,0.129568
58.299397,0.983856,0.178963
58.349396,0.973682,0.227911
58.399395,0.961075,0.276289
58.449394,0.946065,0.323977
58.499393,0.928691,0.370855
58.549393,0.908996,0.416806
58.599392,0.887028,0.461715
58.649391,0.862844,0.505470
58.699390,0.836503,0.547962
58.749390,0.808071,0.589085
58.799389,0.777620,0.628735
58.849388,0.745225,0.666813
58.899387,0.710967,0.703225
58.949387,0.674933,0.737879
58.999386,0.637211,0.770689
59.049385,0.597897,0.801573
59.099384,0.557089,0.830453
59.149384,0.514888,0.857258
59.199383,0.471400,0.881919
59.249382,0.426734,0.904377
59.299381,0.381001,0.924574
59.349380,0.334317,0.942461
59.399380,0.286796,0.957992
59.449379,0.238559,0.971128
59.499378,0.189725,0.981837
59.549377,0.140417,0.990092
59.599377,0.090759,0.995873
59.649376,0.040873,0.999164
59.699375,0.009115,0.999958
59.749374,0.059080,0.998253
59.799374,0.108897,0.994053
59.849373,0.158442,0.987368
59.899372,0.207591,0.978216
59.949371,0.256221,0.966618
59.999371,0.304211,0.952605
60.049370,0.351441,0.936210
60.099369,0.397792,0.917476
60.149368,0.443149,0.896448
60.199368,0.487398,0.873180
60.249367,0.530429,0.847729
60.299366,0.572134,0.820160
60.349365,0.612409,0.790541
60.399364,0.651154,0.758946
60.449364,0.688271,0.725453
60.499363,0.723668,0.690148
60.549362,0.757256,0.653118
60.599361,0.788952,0.614455
60.649361,0.818675,0.574257
60.699360,0.846353,0.532623
60.749359,0.871915,0.489658
60.799358,0.895297,0.445469
60.849358,0.916442,0.400167
60.899357,0.935297,0.353865
60.949356,0.951813,0.306678
60.999355,0.965951,0.258724
61.049355,0.977675,0.210124
61.099354,0.986955,0.160999
61.149353,0.993768,0.111472
61.199352,0.998097,0.061665
61.249352,0.999931,0.011705
61.299351,0.999267,0.038285
61.349350,0.996105,0.088179
61.399349,0.990453,0.137852
61.449348,0.982325,0.187181
61.499348,0.971743,0.236042
61.549347,0.958731,0.284313
61.599346,0.943324,0.331874
61.649345,0.925558,0.378605
61.699345,0.905480,0.424390
61.749344,0.883138,0.469114
61.799343,0.858588,0.512665
61.849342,0.831893,0.554936
61.899342,0.803119,0.595819
61.949341,0.772337,0.635213
61.999340,0.739625,0.673019
62.049339,0.705064,0.709143
62.099339,0.668741,0.743495
62.149338,0.630747,0.775989
62.199337,0.591176,0.806543
62.249336,0.550127,0.835081
62.299335,0.507704,0.861532
62.349335,0.464011,0.885829
62.399334,0.419159,0.907913
62.449333,0.373259,0.927727
62.499332,0.326427,0.945223
62.549332,0.278778,0.960356
62.599331,0.230433,0.973088
62.649330,0.181511,0.983389
62.699329,0.132136,0.991232
62.749329,0.082431,0.996597
62.799328,0.032519,0.999471
62.849327,0.017473,0.999847
62.899326,0.067422,0.997725
62.949326,0.117202,0.993108
62.999325,0.166690,0.986009
63.049324,0.215761,0.976446
63.099323,0.264292,0.964443
63.149323,0.312163,0.950028
63.199322,0.359254,0.933240
63.249321,0.405447,0.914118
63.299320,0.450627,0.892713
63.349319,0.494680,0.869075
63.399319,0.537497,0.843266
63.449318,0.578970,0.815349
63.499317,0.618996,0.785394
63.549316,0.657475,0.753476
63.599316,0.694311,0.719675
63.649315,0.729412,0.684075
63.699314,0.762689,0.646765
63.749313,0.794060,0.607839
63.799313,0.823447,0.567393
63.849312,0.850775,0.525530
63.899311,0.875977,0.482353
63.949310,0.898990,0.437970
63.999310,0.919755,0.392492
64.049309,0.938222,0.346034
64.099312,0.954345,0.298707
64.149315,0.968082,0.250633
64.199318,0.979399,0.201933
64.249321,0.988268,0.152728
64.299324,0.994667,0.103142
64.349327,0.998579,0.053297
64.399330,0.999994,0.003319
64.449333,0.998911,0.046667
64.499336,0.995329,0.096536
64.549339,0.989260,0.146164
64.599342,0.980718,0.195427
64.649345,0.969725,0.244201
64.699348,0.956307,0.292365
64.749352,0.940498,0.339798
64.799355,0.922339,0.386381
64.849358,0.901874,0.431999
64.899361,0.879155,0.476537
64.949364,0.854237,0.519883
64.999367,0.827185,0.561930
65.049370,0.798064,0.602572
65.099373,0.766949,0.641708
65.149376,0.733916,0.679240
65.199379,0.699049,0.715074
65.249382,0.662434,0.749120
65.299385,0.624164,0.781294
65.349388,0.584333,0.811514
65.399391,0.543041,0.839706
65.449394,0.500392,0.865799
65.499397,0.456492,0.889728
65.549400,0.411451,0.911432
65.599403,0.365381,0.930858
65.649406,0.318398,0.947957
65.699409,0.270619,0.962686
65.749413,0.222164,0.975009
65.799416,0.173153,0.984895
65.849419,0.123709,0.992318
65.899422,0.073956,0.997261
65.949425,0.024019,0.999712
65.999428,0.025979,0.999662
66.049431,0.075912,0.997115
66.099434,0.125655,0.992074
66.149437,0.175084,0.984553
66.199440,0.224075,0.974572
66.249443,0.272507,0.962154
66.299446,0.320257,0.947331
66.349449,0.367206,0.930140
66.399452,0.413238,0.910623
66.449455,0.458236,0.888831
66.499458,0.502089,0.864816
66.549461,0.544687,0.838640
66.599464,0.585923,0.810367
66.649467,0.625695,0.780068
66.699471,0.663902,0.747819
66.749474,0.700450,0.713701
66.799477,0.735247,0.677799
66.849480,0.768206,0.640203
66.899483,0.799244,0.601006
66.949486,0.828285,0.560307
66.999489,0.855255,0.518207
67.049492,0.880087,0.474812
67.099495,0.902719,0.430230
67.149498,0.923095,0.384572
67.199501,0.941163,0.337953
67.249504,0.956878,0.290489
67.299507,0.970202,0.242299
67.349510,0.981100,0.193503
67.399513,0.989545,0.144224
67.449516,0.995517,0.094584
67.499519,0.999000,0.044708
67.549522,0.999986,0.005280
67.599525,0.998472,0.055255
67.649529,0.994462,0.105092
67.699532,0.987967,0.154666
67.749535,0.979001,0.203854
67.799538,0.967589,0.252531
67.849541,0.953757,0.300578
67.899544,0.937542,0.347873
67.949547,0.918982,0.394299
67.999550,0.898126,0.439739
68.049553,0.875024,0.484079
68.099556,0.849735,0.527210
68.149559,0.822322,0.569023
68.199562,0.792853,0.609413
68.249565,0.761402,0.648280
68.299568,0.728048,0.685526
68.349571,0.692874,0.721059
68.399574,0.655968,0.754789
68.449577,0.617422,0.786632
68.499580,0.577333,0.816509
68.549583,0.535800,0.844345
68.599586,0.492928,0.870070
68.649590,0.448824,0.893620
68.699593,0.403598,0.914936
68.749596,0.357363,0.933966
68.799599,0.310234,0.950660
68.849602,0.262331,0.964978
68.899605,0.213771,0.976884
68.949608,0.164677,0.986348
68.999611,0.115171,0.993346
69.049614,0.065378,0.997861
69.099617,0.015421,0.999881
69.149620,0.034575,0.999402
69.199623,0.084484,0.996425
69.249626,0.134182,0.990957
69.299629,0.183544,0.983011
69.349632,0.232448,0.972609
69.399635,0.280771,0.959775
69.449638,0.328391,0.944542
69.499641,0.375191,0.926947
69.549644,0.421053,0.907036
69.599648,0.465863,0.884857
69.649651,0.509507,0.860466
69.699654,0.551879,0.833924
69.749657,0.592870,0.805298
69.799660,0.632380,0.774659
69.849663,0.670308,0.742083
69.899666,0.706562,0.707652
69.949669,0.741048,0.671452
69.999672,0.773683,0.633573
70.049675,0.804383,0.594111
70.099678,0.833073,0.553163
70.149681,0.859680,0.510833
70.199684,0.884138,0.467226
70.249687,0.906386,0.422451
70.299690,0.926368,0.376620
70.349693,0.944034,0.329847
70.399696,0.959341,0.282250
70.449699,0.972249,0.233947
70.499702,0.982727,0.185059
70.549706,0.990749,0.135709
70.599709,0.996293,0.086020
70.649712,0.999348,0.036115
70.699715,0.999904,0.013880
70.749718,0.997960,0.063840
70.799721,0.993522,0.113640
70.849724,0.986600,0.163156
70.899727,0.977212,0.212265
70.949730,0.965381,0.260843
70.999733,0.951137,0.308769
71.049736,0.934515,0.355923
71.099739,0.915558,0.402187
71.149742,0.894311,0.447446
71.199745,0.870829,0.491586
71.249748,0.845170,0.534498
71.299751,0.817398,0.576073
71.349754,0.787583,0.616209
71.399757,0.755799,0.654804
71.449760,0.722126,0.691762
71.499763,0.686648,0.726990
71.549767,0.649453,0.760402
71.599770,0.610634,0.791913
71.649773,0.570290,0.821444
71.699776,0.528519,0.848921
71.749779,0.485428,0.874277
71.799782,0.441123,0.897447
